img_no,img_path,property_age_final_score,score_model_0,score_model_1,score_model_2,score_model_3,score_model_4
3296,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003296.jpg,0.005,0.0029,0.0175,0.0035,0.0001,0.0009
3297,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003297.jpg,0.0008,0.0019,0.0007,0.0001,0.0002,0.0012
3298,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003298.jpg,0.0722,0.1432,0.0752,0.1166,0.0044,0.0218
3299,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003299.jpg,0.0117,0.0015,0.048,0.004,0.0006,0.0046
3300,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003300.jpg,0.0037,0.0093,0.0026,0.0023,0.0014,0.0032
3301,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003301.jpg,0.0073,0.0152,0.009,0.0028,0.006,0.0038
3302,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003302.jpg,0.0042,0.0065,0.0036,0.0048,0.0013,0.0047
3303,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003303.jpg,0.0238,0.0572,0.013,0.0185,0.008,0.0224
3304,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003304.jpg,0.0649,0.1176,0.0792,0.0306,0.0113,0.0859
3305,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003305.jpg,0.9074,0.8328,0.8856,0.95,0.9735,0.8952
3306,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003306.jpg,0.0016,0.0028,0.002,0.0011,0.0006,0.0017
3307,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003307.jpg,0.0045,0.0102,0.0086,0.0018,0.001,0.001
3308,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003308.jpg,0.3802,0.4922,0.0894,0.3764,0.6282,0.3147
3309,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003309.jpg,0.0035,0.009,0.0023,0.0047,0.0013,0.0003
3310,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003310.jpg,0.3142,0.2996,0.2029,0.1534,0.854,0.061
3311,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003311.jpg,0.0012,0.0009,0.0011,0.0016,0.0006,0.0017
3312,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003312.jpg,0.0088,0.0099,0.0216,0.0076,0.0018,0.0029
3313,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003313.jpg,0.0063,0.0073,0.0162,0.0012,0.0009,0.0057
3314,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003314.jpg,0.002,0.0031,0.0039,0.0023,0.0004,0.0005
3315,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003315.jpg,0.0094,0.0149,0.0084,0.0093,0.0047,0.0096
3316,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003316.jpg,0.0042,0.0088,0.0023,0.0025,0.0026,0.0047
3317,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003317.jpg,0.0248,0.0473,0.0109,0.0497,0.0061,0.0098
3318,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003318.jpg,0.0032,0.0101,0.0021,0.0019,0.0004,0.0017
3319,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003319.jpg,0.0066,0.0102,0.0024,0.0035,0.0102,0.0067
3320,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003320.jpg,0.1849,0.5588,0.1755,0.0356,0.02,0.1347
3321,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003321.jpg,0.0131,0.0383,0.0045,0.0133,0.0034,0.0061
3322,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003322.jpg,0.1136,0.2171,0.1805,0.0986,0.0339,0.0378
3323,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003323.jpg,0.0077,0.0137,0.0078,0.0135,0.0013,0.0022
3324,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003324.jpg,0.0005,0.0008,0.0013,0.0001,0.0001,0.0001
3325,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003325.jpg,0.0081,0.0073,0.013,0.0032,0.0007,0.0162
3326,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003326.jpg,0.0036,0.0049,0.0031,0.004,0.0031,0.0028
3327,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003327.jpg,0.0022,0.0062,0.0034,0.0008,0.0002,0.0005
3328,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003328.jpg,0.1548,0.2153,0.1682,0.2838,0.0106,0.0962
3329,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003329.jpg,0.0249,0.0252,0.0097,0.007,0.0673,0.0152
3330,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003330.jpg,0.0176,0.0298,0.0129,0.0341,0.0015,0.0094
3331,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003331.jpg,0.1093,0.3086,0.0489,0.1505,0.025,0.0136
3332,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003332.jpg,0.0006,0.001,0.0009,0.0003,0.0,0.0007
3333,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003333.jpg,0.869,0.6157,0.9889,0.8545,0.9415,0.9442
3334,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003334.jpg,0.0022,0.0033,0.0033,0.0023,0.0005,0.0017
3335,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003335.jpg,0.0077,0.0075,0.0117,0.0071,0.0112,0.0012
3336,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003336.jpg,0.0024,0.0059,0.0013,0.0015,0.0005,0.0025
3337,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003337.jpg,0.0836,0.1999,0.0919,0.0765,0.0055,0.0441
3338,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003338.jpg,0.0021,0.0028,0.0036,0.0024,0.0001,0.0017
3339,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003339.jpg,0.0924,0.1234,0.0364,0.0282,0.255,0.0192
3340,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003340.jpg,0.3606,0.3298,0.2093,0.1771,0.9394,0.1474
3341,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003341.jpg,0.674,0.8792,0.3969,0.4996,0.9259,0.6682
3342,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003342.jpg,0.0201,0.0481,0.0083,0.0104,0.0134,0.0203
3343,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003343.jpg,0.0077,0.0054,0.0207,0.0109,0.0006,0.0012
3344,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003344.jpg,0.003,0.0051,0.0048,0.0012,0.0007,0.0031
3345,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003345.jpg,0.0009,0.0014,0.0009,0.0007,0.0001,0.0013
3346,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003346.jpg,0.0067,0.013,0.0055,0.0035,0.004,0.0074
3347,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003347.jpg,0.0945,0.1864,0.0057,0.0056,0.2344,0.0406
3348,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003348.jpg,0.0034,0.0024,0.0095,0.0012,0.0001,0.0039
3349,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003349.jpg,0.0011,0.0018,0.0007,0.0008,0.0013,0.0007
3350,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003350.jpg,0.0034,0.0059,0.0041,0.0018,0.0014,0.0036
3351,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003351.jpg,0.0273,0.0902,0.022,0.0094,0.0032,0.0115
3352,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003352.jpg,0.0033,0.0059,0.0034,0.0025,0.0038,0.001
3353,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003353.jpg,0.0103,0.0148,0.0215,0.0042,0.0086,0.0024
3354,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003354.jpg,0.0149,0.042,0.0139,0.0021,0.0089,0.0076
3355,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003355.jpg,0.0185,0.0257,0.0427,0.0175,0.0007,0.0059
3356,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003356.jpg,0.0012,0.0024,0.0014,0.0008,0.0001,0.0013
3357,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003357.jpg,0.0057,0.008,0.0108,0.0016,0.0003,0.0078
3358,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003358.jpg,0.0011,0.0012,0.0025,0.0006,0.0,0.001
3359,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003359.jpg,0.0068,0.0173,0.0043,0.0014,0.0016,0.0093
3360,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003360.jpg,0.0476,0.0991,0.0633,0.0364,0.032,0.0071
3361,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003361.jpg,0.0279,0.0234,0.0123,0.0277,0.0137,0.0623
3362,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003362.jpg,0.0019,0.0034,0.0039,0.0005,0.0003,0.0012
3363,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003363.jpg,0.0006,0.0011,0.0004,0.0008,0.0001,0.0009
3364,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003364.jpg,0.2771,0.2148,0.0381,0.296,0.2282,0.6084
3365,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003365.jpg,0.0007,0.0015,0.0011,0.0005,0.0002,0.0004
3366,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003366.jpg,0.0008,0.0016,0.0015,0.0005,0.0001,0.0005
3367,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003367.jpg,0.0014,0.0016,0.0015,0.0016,0.0008,0.0013
3368,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003368.jpg,0.0215,0.0502,0.0361,0.0182,0.0019,0.0012
3369,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003369.jpg,0.0115,0.0242,0.0079,0.014,0.0072,0.0045
3370,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003370.jpg,0.0009,0.0012,0.0006,0.0008,0.0001,0.0016
3371,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003371.jpg,0.004,0.009,0.0037,0.0019,0.0018,0.0036
3372,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003372.jpg,0.0048,0.0114,0.0044,0.0032,0.0037,0.0012
3373,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003373.jpg,0.0017,0.0034,0.0029,0.0014,0.0002,0.0004
3374,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003374.jpg,0.0122,0.0128,0.0059,0.0042,0.03,0.0078
3375,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003375.jpg,0.0171,0.0237,0.0152,0.0043,0.0334,0.009
3376,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003376.jpg,0.0074,0.0196,0.0112,0.0031,0.0016,0.0016
3377,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003377.jpg,0.021,0.026,0.0051,0.0211,0.0215,0.0313
3378,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003378.jpg,0.0137,0.0139,0.0237,0.0264,0.0006,0.0037
3379,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003379.jpg,0.5759,0.6702,0.3716,0.4806,0.8285,0.5287
3380,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003380.jpg,0.0046,0.0074,0.0019,0.0013,0.0055,0.0067
3381,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003381.jpg,0.0001,0.0001,0.0003,0.0002,0.0,0.0001
3382,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003382.jpg,0.0022,0.0035,0.0054,0.0006,0.0006,0.0007
3383,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003383.jpg,0.0023,0.0036,0.0028,0.0026,0.0003,0.0021
3384,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003384.jpg,0.0013,0.002,0.0022,0.0011,0.0001,0.0009
3385,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003385.jpg,0.0016,0.0019,0.0015,0.002,0.0007,0.0019
3386,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003386.jpg,0.0047,0.0075,0.0044,0.0057,0.0009,0.0051
3387,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003387.jpg,0.0015,0.0018,0.0046,0.0006,0.0001,0.0004
3388,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003388.jpg,0.1197,0.069,0.0377,0.1101,0.066,0.3155
3389,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003389.jpg,0.0267,0.0428,0.0058,0.0226,0.0104,0.0518
3390,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003390.jpg,0.0054,0.0087,0.0048,0.0039,0.0031,0.0064
3391,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003391.jpg,0.0015,0.0036,0.0028,0.0004,0.0002,0.0003
3392,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003392.jpg,0.3834,0.5829,0.1901,0.1987,0.3176,0.6276
3393,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003393.jpg,0.0042,0.0116,0.0046,0.0008,0.0001,0.0036
3394,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003394.jpg,0.0757,0.1198,0.1389,0.0585,0.0219,0.0396
3395,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003395.jpg,0.005,0.0104,0.0093,0.0025,0.0003,0.0025
3396,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003396.jpg,0.0075,0.0112,0.0104,0.0037,0.0054,0.0068
3397,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003397.jpg,0.0194,0.022,0.0546,0.0068,0.0079,0.0056
3398,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003398.jpg,0.1479,0.33,0.0769,0.1624,0.0603,0.1097
3399,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003399.jpg,0.0012,0.0003,0.0027,0.0018,0.0,0.0011
3400,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003400.jpg,0.0024,0.0036,0.0008,0.0016,0.0038,0.0022
3401,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003401.jpg,0.0007,0.001,0.0009,0.0006,0.0002,0.0006
3402,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003402.jpg,0.0007,0.0009,0.0017,0.0005,0.0,0.0002
3403,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003403.jpg,0.0062,0.0079,0.0043,0.008,0.0046,0.0062
3404,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003404.jpg,0.0046,0.007,0.0076,0.0032,0.004,0.0011
3405,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003405.jpg,0.0537,0.0808,0.0664,0.0644,0.0148,0.0423
3406,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003406.jpg,0.0009,0.0009,0.0032,0.0003,0.0,0.0002
3407,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003407.jpg,0.0272,0.0664,0.0105,0.0139,0.0225,0.0229
3408,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003408.jpg,0.0295,0.0407,0.0062,0.025,0.0616,0.0139
3409,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003409.jpg,0.0066,0.0137,0.0118,0.0043,0.0008,0.0023
3410,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003410.jpg,0.0158,0.0224,0.0306,0.0064,0.0067,0.0128
3411,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003411.jpg,0.1612,0.2663,0.1565,0.1923,0.1533,0.0375
3412,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003412.jpg,0.0009,0.0011,0.0023,0.0003,0.0005,0.0005
3413,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003413.jpg,0.0317,0.0344,0.0373,0.0415,0.025,0.0201
3414,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003414.jpg,0.0271,0.0346,0.0191,0.0066,0.068,0.0073
3415,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003415.jpg,0.0011,0.001,0.0008,0.0012,0.0004,0.0021
3416,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003416.jpg,0.002,0.0019,0.0051,0.0019,0.0005,0.0004
3417,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003417.jpg,0.0101,0.015,0.0201,0.003,0.0091,0.0034
3418,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003418.jpg,0.006,0.0075,0.0038,0.004,0.0065,0.008
3419,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003419.jpg,0.0785,0.0421,0.0554,0.0424,0.2358,0.0166
3420,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003420.jpg,0.0312,0.0542,0.0418,0.024,0.0244,0.0115
3421,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003421.jpg,0.0513,0.0246,0.0618,0.1413,0.0156,0.0131
3422,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003422.jpg,0.007,0.0155,0.0056,0.0035,0.0046,0.006
3423,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003423.jpg,0.2417,0.3257,0.1386,0.1302,0.5494,0.0644
3424,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003424.jpg,0.0058,0.0049,0.014,0.0029,0.0008,0.0063
3425,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003425.jpg,0.0087,0.0073,0.0229,0.0033,0.0001,0.0098
3426,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003426.jpg,0.0027,0.0064,0.0042,0.0014,0.0009,0.0007
3427,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003427.jpg,0.0096,0.0047,0.0266,0.0131,0.0003,0.0035
3428,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003428.jpg,0.0404,0.0159,0.0046,0.0125,0.1472,0.0219
3429,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003429.jpg,0.0319,0.1022,0.0278,0.0155,0.0046,0.0093
3430,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003430.jpg,0.0112,0.0218,0.0175,0.007,0.0008,0.009
3431,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003431.jpg,0.0375,0.0406,0.0793,0.0454,0.006,0.016
3432,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003432.jpg,0.0438,0.0326,0.0458,0.0391,0.0323,0.0693
3433,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003433.jpg,0.0214,0.035,0.008,0.0231,0.0139,0.0267
3434,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003434.jpg,0.0348,0.0707,0.0418,0.0456,0.0006,0.0151
3435,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003435.jpg,0.037,0.0431,0.0296,0.0103,0.0027,0.0992
3436,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003436.jpg,0.0244,0.0516,0.0254,0.0206,0.0036,0.0208
3437,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003437.jpg,0.0014,0.0032,0.0015,0.0007,0.0004,0.0012
3438,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003438.jpg,0.0093,0.0164,0.0138,0.0053,0.0022,0.009
3439,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003439.jpg,0.0011,0.0027,0.0006,0.001,0.0001,0.0011
3440,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003440.jpg,0.0005,0.0003,0.0021,0.0001,0.0,0.0001
3441,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003441.jpg,0.0053,0.0077,0.0045,0.0023,0.0063,0.0055
3442,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003442.jpg,0.0013,0.0018,0.0019,0.0012,0.0002,0.0012
3443,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003443.jpg,0.0016,0.0036,0.0014,0.0008,0.0012,0.001
3444,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003444.jpg,0.0027,0.0029,0.002,0.0024,0.0005,0.0056
3445,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003445.jpg,0.0828,0.177,0.014,0.004,0.2048,0.014
3446,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/003446.jpg,0.0272,0.0619,0.0349,0.0158,0.0203,0.0032
