img_no,img_path,property_glass_final_score,score_model_0,score_model_1,score_model_2,score_model_3,score_model_4
4153,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004153.jpg,0.0011,0.0002,0.0026,0.0001,0.0004,0.0022
4154,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004154.jpg,0.007,0.0013,0.0235,0.0012,0.002,0.0071
4155,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004155.jpg,0.0005,0.0002,0.0014,0.0,0.0002,0.0005
4156,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004156.jpg,0.0001,0.0001,0.0001,0.0,0.0,0.0001
4157,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004157.jpg,0.0004,0.0003,0.0009,0.0,0.0001,0.0006
4158,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004158.jpg,0.0016,0.0004,0.0058,0.0001,0.0006,0.0014
4159,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004159.jpg,0.0016,0.0003,0.0044,0.0001,0.0003,0.003
4160,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004160.jpg,0.0001,0.0,0.0004,0.0,0.0002,0.0001
4161,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004161.jpg,0.0005,0.0005,0.0004,0.0,0.0,0.0017
4162,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004162.jpg,0.0014,0.0001,0.0056,0.0001,0.0001,0.0009
4163,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004163.jpg,0.0006,0.0004,0.0019,0.0,0.0002,0.0006
4164,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004164.jpg,0.0001,0.0002,0.0002,0.0,0.0,0.0002
4165,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004165.jpg,0.0006,0.0002,0.001,0.0,0.0002,0.0017
4166,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004166.jpg,0.0095,0.0056,0.0264,0.0011,0.0014,0.0132
4167,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004167.jpg,0.0021,0.0003,0.008,0.0,0.0003,0.0021
4168,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004168.jpg,0.6155,0.7459,0.9264,0.2339,0.7212,0.4501
4169,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004169.jpg,0.0071,0.0036,0.0258,0.0027,0.0014,0.0022
4170,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004170.jpg,0.9132,0.9815,0.863,0.9588,0.911,0.8518
4171,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004171.jpg,0.0027,0.0004,0.0088,0.0004,0.0014,0.0025
4172,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004172.jpg,0.0006,0.0008,0.0016,0.0001,0.0001,0.0004
4173,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004173.jpg,0.001,0.001,0.0017,0.0005,0.0003,0.0015
4174,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004174.jpg,0.0042,0.0025,0.012,0.0,0.0022,0.0041
4175,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004175.jpg,0.0002,0.0002,0.0002,0.0,0.0001,0.0005
4176,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004176.jpg,0.0012,0.0002,0.0015,0.0001,0.0002,0.0039
4177,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004177.jpg,0.0011,0.0002,0.0035,0.0002,0.0001,0.0013
4178,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004178.jpg,0.0001,0.0001,0.0003,0.0,0.0002,0.0001
4179,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004179.jpg,0.0003,0.0001,0.0011,0.0,0.0001,0.0001
4180,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004180.jpg,0.0004,0.0002,0.0012,0.0001,0.0003,0.0004
4181,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004181.jpg,0.003,0.0023,0.0054,0.0001,0.0002,0.007
4182,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004182.jpg,0.0007,0.001,0.0018,0.0001,0.0002,0.0005
4183,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004183.jpg,0.0054,0.002,0.0149,0.004,0.001,0.0052
4184,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004184.jpg,0.0016,0.0011,0.0046,0.0001,0.0006,0.0016
4185,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004185.jpg,0.0117,0.0052,0.037,0.0044,0.0025,0.0095
4186,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004186.jpg,0.0028,0.0002,0.0113,0.0003,0.001,0.0011
4187,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004187.jpg,0.0026,0.0027,0.0071,0.0,0.0003,0.0028
4188,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004188.jpg,0.0141,0.0015,0.0389,0.0008,0.0028,0.0268
4189,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004189.jpg,0.0031,0.0104,0.0008,0.0001,0.0002,0.0039
4190,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004190.jpg,0.7828,0.7678,0.5176,0.9767,0.7864,0.8656
4191,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004191.jpg,0.0005,0.0002,0.0018,0.0,0.0001,0.0005
4192,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004192.jpg,0.0014,0.0005,0.0017,0.0,0.0001,0.0046
4193,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004193.jpg,0.0007,0.0002,0.0022,0.0,0.0002,0.0009
4194,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004194.jpg,0.0008,0.0007,0.0022,0.0,0.0,0.0009
4195,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004195.jpg,0.002,0.0002,0.009,0.0,0.0002,0.0008
4196,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004196.jpg,0.002,0.0018,0.0014,0.0001,0.0001,0.0064
4197,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004197.jpg,0.0127,0.008,0.011,0.0087,0.0015,0.0342
4198,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004198.jpg,0.0006,0.0002,0.0018,0.0,0.0002,0.0008
4199,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004199.jpg,0.0003,0.0004,0.0007,0.0001,0.0,0.0001
4200,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004200.jpg,0.001,0.0003,0.0031,0.0001,0.0002,0.0013
4201,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004201.jpg,0.0003,0.0,0.0004,0.0,0.0008,0.0003
4202,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004202.jpg,0.0009,0.0005,0.0016,0.0,0.0004,0.002
4203,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004203.jpg,0.0,0.0001,0.0,0.0,0.0,0.0
4204,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004204.jpg,0.0003,0.0004,0.0008,0.0,0.0001,0.0002
4205,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004205.jpg,0.0011,0.0005,0.0025,0.0,0.0006,0.0021
4206,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004206.jpg,0.0018,0.0009,0.0038,0.0001,0.0001,0.0042
4207,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004207.jpg,0.0005,0.0001,0.0014,0.0001,0.0002,0.0005
4208,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004208.jpg,0.0016,0.001,0.005,0.0001,0.0004,0.0015
4209,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004209.jpg,0.019,0.0137,0.0272,0.0091,0.0142,0.0308
4210,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004210.jpg,0.0003,0.0004,0.0005,0.0,0.0001,0.0005
4211,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004211.jpg,0.0012,0.0002,0.0025,0.0,0.0007,0.0027
4212,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004212.jpg,0.0011,0.0004,0.004,0.0,0.0002,0.001
4213,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004213.jpg,0.0001,0.0,0.0001,0.0,0.0001,0.0003
4214,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004214.jpg,0.0034,0.0005,0.0117,0.0003,0.0006,0.004
4215,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004215.jpg,0.0037,0.0067,0.0088,0.0001,0.0006,0.0025
4216,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004216.jpg,0.0007,0.0001,0.0024,0.0,0.0004,0.0004
4217,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004217.jpg,0.0005,0.0006,0.0009,0.0,0.0001,0.001
4218,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004218.jpg,0.0123,0.0078,0.0135,0.0028,0.0013,0.036
4219,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004219.jpg,0.0003,0.0006,0.0002,0.0,0.0,0.0005
4220,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004220.jpg,0.0048,0.0041,0.0102,0.0008,0.0032,0.0055
4221,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004221.jpg,0.0022,0.0019,0.0035,0.0,0.0004,0.0052
4222,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004222.jpg,0.0002,0.0001,0.0005,0.0,0.0001,0.0005
4223,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004223.jpg,0.0036,0.0099,0.0037,0.0,0.0004,0.0037
4224,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004224.jpg,0.0007,0.0005,0.0013,0.0,0.0001,0.0015
4225,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004225.jpg,0.872,0.6708,0.7773,0.9734,0.9669,0.9716
4226,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004226.jpg,0.9469,0.9812,0.9561,0.9446,0.9563,0.8962
4227,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004227.jpg,0.0123,0.0011,0.05,0.0035,0.0039,0.0028
4228,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004228.jpg,0.0094,0.0008,0.0328,0.0001,0.0097,0.0036
4229,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004229.jpg,0.0035,0.0034,0.0072,0.0001,0.001,0.006
4230,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004230.jpg,0.0009,0.0003,0.0006,0.0,0.0002,0.0031
4231,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004231.jpg,0.0034,0.0043,0.0028,0.0013,0.0015,0.0073
4232,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004232.jpg,0.001,0.0001,0.0037,0.0,0.0004,0.0008
4233,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004233.jpg,0.0001,0.0001,0.0002,0.0,0.0,0.0003
4234,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004234.jpg,0.0034,0.0002,0.009,0.0003,0.0014,0.0063
4235,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004235.jpg,0.3936,0.6214,0.0749,0.7337,0.4525,0.0853
4236,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004236.jpg,0.0044,0.0026,0.0061,0.0001,0.0007,0.0123
4237,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004237.jpg,0.002,0.0039,0.0041,0.0,0.0007,0.0011
4238,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004238.jpg,0.0004,0.0005,0.0011,0.0,0.0001,0.0005
4239,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004239.jpg,0.0007,0.0002,0.0017,0.0,0.0001,0.0014
4240,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004240.jpg,0.001,0.0004,0.0033,0.0,0.0004,0.001
4241,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004241.jpg,0.0061,0.0021,0.0177,0.001,0.0051,0.0043
4242,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004242.jpg,0.9492,0.8525,0.9372,0.9957,0.9836,0.9773
4243,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004243.jpg,0.003,0.0014,0.0108,0.0001,0.0003,0.0025
4244,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004244.jpg,0.0003,0.0002,0.0008,0.0001,0.0001,0.0003
4245,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004245.jpg,0.0097,0.0022,0.0227,0.0063,0.009,0.0085
4246,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004246.jpg,0.0002,0.0004,0.0005,0.0,0.0001,0.0002
4247,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004247.jpg,0.001,0.0001,0.0026,0.0,0.0009,0.0016
4248,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004248.jpg,0.0109,0.0164,0.0175,0.007,0.0009,0.0126
4249,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004249.jpg,0.0006,0.0008,0.0008,0.0,0.0001,0.0012
4250,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004250.jpg,0.0023,0.0003,0.008,0.0001,0.001,0.0021
4251,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004251.jpg,0.0095,0.0017,0.0388,0.0001,0.0017,0.0053
4252,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004252.jpg,0.0004,0.0002,0.001,0.0,0.0001,0.0006
4253,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004253.jpg,0.0031,0.0015,0.0035,0.0001,0.0003,0.0103
4254,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004254.jpg,0.0258,0.0394,0.0576,0.0045,0.0021,0.0254
4255,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004255.jpg,0.0011,0.0002,0.0031,0.0004,0.0005,0.0011
4256,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004256.jpg,0.0007,0.0004,0.0025,0.0001,0.0004,0.0002
4257,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004257.jpg,0.0007,0.0007,0.0022,0.0001,0.0004,0.0004
4258,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004258.jpg,0.0009,0.0003,0.0035,0.0,0.0005,0.0004
4259,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004259.jpg,0.0015,0.0015,0.0041,0.0004,0.0003,0.001
4260,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004260.jpg,0.0018,0.0005,0.0059,0.0003,0.0004,0.0021
4261,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004261.jpg,0.0011,0.0004,0.0036,0.0,0.0006,0.0011
4262,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004262.jpg,0.0008,0.0005,0.0019,0.0001,0.0001,0.0012
4263,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004263.jpg,0.0126,0.002,0.0308,0.0027,0.0025,0.0252
4264,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004264.jpg,0.0021,0.0012,0.0068,0.0006,0.0006,0.0015
4265,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004265.jpg,0.0004,0.0001,0.001,0.0,0.0004,0.0004
4266,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004266.jpg,0.0024,0.0033,0.004,0.0002,0.0001,0.0044
4267,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004267.jpg,0.0036,0.0044,0.0097,0.0003,0.0008,0.0028
4268,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004268.jpg,0.3097,0.4731,0.0749,0.5775,0.2545,0.1686
4269,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004269.jpg,0.0008,0.0001,0.0032,0.0,0.0002,0.0005
4270,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004270.jpg,0.9943,0.9948,0.997,0.9979,0.9993,0.9826
4271,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004271.jpg,0.0004,0.0,0.0013,0.0,0.0001,0.0007
4272,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004272.jpg,0.0003,0.0003,0.0002,0.0,0.0,0.0008
4273,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004273.jpg,0.0009,0.0018,0.002,0.0001,0.0003,0.0005
4274,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004274.jpg,0.0016,0.0002,0.0064,0.0002,0.0004,0.0009
4275,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004275.jpg,0.0012,0.0011,0.0034,0.0004,0.0003,0.0006
4276,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004276.jpg,0.0041,0.0014,0.0172,0.0001,0.0009,0.0009
4277,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004277.jpg,0.0007,0.0002,0.0021,0.0,0.0002,0.001
4278,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004278.jpg,0.0117,0.0128,0.0352,0.0043,0.0019,0.0043
4279,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004279.jpg,0.0031,0.0048,0.0053,0.0004,0.0004,0.0048
4280,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004280.jpg,0.0002,0.0002,0.0005,0.0,0.0001,0.0004
4281,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004281.jpg,0.0033,0.0041,0.0061,0.002,0.0006,0.0039
4282,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004282.jpg,0.0046,0.0005,0.0164,0.0003,0.0034,0.0025
4283,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004283.jpg,0.0007,0.0009,0.0015,0.0,0.0003,0.0008
4284,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004284.jpg,0.0773,0.1088,0.1009,0.0269,0.0505,0.0997
4285,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004285.jpg,0.0125,0.0374,0.0088,0.0013,0.0103,0.0047
4286,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004286.jpg,0.0005,0.0,0.002,0.0,0.0002,0.0004
4287,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004287.jpg,0.0304,0.0023,0.0573,0.0198,0.0272,0.0453
4288,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004288.jpg,0.0039,0.0005,0.0151,0.001,0.0016,0.0014
4289,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004289.jpg,0.0574,0.1034,0.1138,0.0161,0.0264,0.0272
4290,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004290.jpg,0.2712,0.3458,0.5618,0.1396,0.1878,0.1207
4291,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004291.jpg,0.0006,0.0002,0.0019,0.0001,0.0006,0.0004
4292,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004292.jpg,0.1151,0.1477,0.3379,0.0278,0.0176,0.0446
4293,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004293.jpg,0.0029,0.0004,0.0098,0.0005,0.0009,0.0027
4294,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004294.jpg,0.0099,0.0001,0.023,0.0002,0.0216,0.0048
4295,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004295.jpg,0.002,0.0016,0.0044,0.0003,0.0004,0.0031
4296,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004296.jpg,0.0001,0.0001,0.0002,0.0,0.0001,0.0001
4297,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004297.jpg,0.0031,0.0007,0.0097,0.0001,0.0006,0.0042
4298,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004298.jpg,0.0139,0.0079,0.0568,0.0003,0.003,0.0014
4299,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004299.jpg,0.0104,0.0191,0.0189,0.0012,0.0048,0.0079
4300,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004300.jpg,0.0007,0.0001,0.0008,0.0,0.0002,0.0022
4301,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004301.jpg,0.0013,0.0014,0.004,0.0,0.0004,0.0006
4302,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004302.jpg,0.0005,0.0002,0.0012,0.0,0.0003,0.0006
4303,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004303.jpg,0.0002,0.0001,0.0005,0.0,0.0001,0.0003
4304,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004304.jpg,0.0051,0.0022,0.0195,0.0002,0.0008,0.0029
4305,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/004305.jpg,0.0063,0.0109,0.0144,0.0005,0.0006,0.0049
