img_no,img_path,eyes_v2,eyes_v2_cnn,eyes_diff,hair_color_v2,hair_color_v2_cnn,hair_color_diff,hair_length_v2,hair_length_v2_cnn,hair_length_diff,mouth_v2,mouth_v2_cnn,mouth_diff,pose_v2,pose_v2_cnn,pose_diff,background_mean_v2,background_mean_v2_cnn,background_mean_diff,background_std_v2,background_std_v2_cnn,background_std_diff
2243,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002243.jpg,-0.747,-0.7211,0.0259,0.0431,0.0056,0.0375,0.9931,1.0934,0.1003,-0.8779,-0.6763,0.2016,-0.1654,-0.1728,0.0074,0.4863,0.4937,0.0074,0.5955,0.6392,0.0437
2245,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002245.jpg,0.6563,0.6331,0.0232,-0.3687,-0.366,0.0027,-0.2129,0.0368,0.2497,-0.7805,-0.6273,0.1532,-0.5029,-0.4483,0.0546,0.6644,0.6031,0.0613,-0.8363,-0.7249,0.1114
2247,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002247.jpg,-0.7632,-1.1063,0.3431,0.6269,0.575,0.0519,0.4415,0.3275,0.114,1.5515,1.4874,0.0641,0.1864,0.1622,0.0242,1.3147,1.2735,0.0412,-0.9903,-1.0543,0.064
2252,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002252.jpg,2.7642,2.4888,0.2754,-1.1414,-0.9534,0.188,0.3013,0.4267,0.1254,-0.28,-0.4754,0.1954,-0.4005,-0.2983,0.1022,1.4427,1.4364,0.0063,-0.6384,-0.5276,0.1108
2254,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002254.jpg,0.6533,0.5134,0.1399,3.0092,2.8999,0.1093,0.722,0.5101,0.2119,1.4716,1.3021,0.1695,-0.6606,-0.6509,0.0097,-0.5037,-0.4687,0.035,0.6073,0.6576,0.0503
2257,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002257.jpg,-0.7597,-0.8183,0.0586,-0.0869,-0.2172,0.1303,0.6098,0.6217,0.0119,1.5583,1.6293,0.071,-0.503,-0.5095,0.0065,1.1192,1.0624,0.0568,-0.5142,-0.3078,0.2064
2258,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002258.jpg,2.7868,2.6177,0.1691,1.7174,1.5428,0.1746,0.507,0.3187,0.1883,-1.0138,-1.0219,0.0081,-1.0444,-1.101,0.0566,-0.5725,-0.4296,0.1429,-0.8982,-0.6816,0.2166
2260,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002260.jpg,-0.7511,-0.6082,0.1429,0.0789,-0.0068,0.0857,-1.101,-1.5073,0.4063,0.6299,0.9263,0.2964,-0.4953,-0.459,0.0363,1.2726,0.249,1.0236,-0.3166,3.0709,3.3875
2261,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002261.jpg,0.6727,0.773,0.1003,0.5208,0.3582,0.1626,-1.6058,-1.2447,0.3611,-1.0138,-0.9126,0.1012,-0.2171,-0.3045,0.0874,-1.4928,-1.3841,0.1087,-0.8672,-0.6833,0.1839
2263,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002263.jpg,0.5352,0.3409,0.1943,-1.2107,-1.4853,0.2746,0.4135,0.3257,0.0878,-1.0138,-0.9387,0.0751,0.9223,0.9113,0.011,-0.6635,-0.7416,0.0781,-0.6064,-0.9503,0.3439
2264,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002264.jpg,0.676,0.2546,0.4214,-0.5755,-0.5652,0.0103,-0.8392,-1.0582,0.219,0.0729,0.1596,0.0867,-0.5106,-0.3934,0.1172,-0.2664,-0.8525,0.5861,-0.4239,-0.1002,0.3237
2265,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002265.jpg,0.6498,0.4405,0.2093,0.5602,0.5794,0.0192,-0.2409,-0.2084,0.0325,0.8297,0.7359,0.0938,-0.5315,-0.4928,0.0387,0.699,0.7258,0.0268,0.3637,0.2252,0.1385
2267,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002267.jpg,1.3688,1.3533,0.0155,0.3178,0.2926,0.0252,1.4044,1.216,0.1884,-1.0138,-0.9463,0.0675,-0.2522,-0.4093,0.1571,1.4711,1.6117,0.1406,-0.8399,-0.7073,0.1326
2269,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002269.jpg,-2.2026,-2.2501,0.0475,-0.779,-0.8836,0.1046,0.1985,0.2178,0.0193,-0.8256,-0.6072,0.2184,-0.4318,-0.5633,0.1315,0.3342,0.4579,0.1237,-0.1466,0.036,0.1826
2271,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002271.jpg,-1.4714,-1.1937,0.2777,-0.6067,-0.7433,0.1366,0.6846,0.5358,0.1488,1.3015,1.2216,0.0799,-0.3214,-0.3989,0.0775,0.8707,0.8031,0.0676,-0.6692,-0.7363,0.0671
2272,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002272.jpg,1.3753,1.3235,0.0518,-0.7824,-0.761,0.0214,0.75,0.6392,0.1108,-0.6393,-0.7351,0.0958,-0.591,-0.6912,0.1002,1.1147,0.9159,0.1988,-0.7019,-0.3524,0.3495
2275,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002275.jpg,-2.1916,-1.796,0.3956,0.3623,0.2863,0.076,-0.7083,-0.7737,0.0654,0.7195,0.6908,0.0287,0.5502,0.4539,0.0963,-1.2493,-1.1482,0.1011,0.1931,0.3094,0.1163
2276,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002276.jpg,-0.0412,0.2225,0.2637,0.5687,0.4335,0.1352,0.0302,-0.015,0.0452,-1.0138,-0.9868,0.027,0.3338,0.3443,0.0105,0.3786,0.2421,0.1365,-0.9568,-0.8759,0.0809
2278,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002278.jpg,1.4102,1.732,0.3218,-0.5877,-0.6139,0.0262,0.5631,0.9157,0.3526,-1.0138,-1.0458,0.032,-1.4079,-1.3395,0.0684,1.1225,0.675,0.4475,-0.0699,-0.4033,0.3334
2279,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002279.jpg,-0.7502,-1.1944,0.4442,-0.9364,-0.9841,0.0477,0.909,0.8115,0.0975,1.1349,1.1228,0.0121,-0.2993,-0.3656,0.0663,-0.5777,-0.4849,0.0928,1.0772,0.6423,0.4349
2281,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002281.jpg,-0.0412,0.3194,0.3606,-0.5339,-0.6724,0.1385,-3.0642,-2.8019,0.2623,-1.0138,-1.0527,0.0389,0.199,0.2881,0.0891,-1.6065,-1.4246,0.1819,-0.8626,-0.6372,0.2254
2283,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002283.jpg,-0.0412,-0.0932,0.052,0.5705,0.4837,0.0868,0.7033,0.7055,0.0022,-1.0138,-0.8979,0.1159,-0.3338,-0.3492,0.0154,0.654,0.5986,0.0554,-0.4828,-0.3419,0.1409
2284,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002284.jpg,0.676,0.7288,0.0528,-0.9574,-1.1224,0.165,-2.765,-2.5752,0.1898,-1.0138,-0.979,0.0348,0.1135,0.1873,0.0738,0.677,0.63,0.047,1.218,1.2961,0.0781
2286,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002286.jpg,-0.7514,-0.7436,0.0078,0.5733,0.4661,0.1072,-0.4092,-0.2791,0.1301,1.2384,1.2746,0.0362,-0.3664,-0.2707,0.0957,0.9232,1.1683,0.2451,1.2655,1.7697,0.5042
2288,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002288.jpg,-0.0412,-0.2372,0.196,0.0981,0.0442,0.0539,-1.0262,-1.1273,0.1011,-1.0138,-1.1191,0.1053,0.0455,0.0792,0.0337,1.3715,1.4959,0.1244,0.3121,-0.0072,0.3193
2289,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002289.jpg,-0.7716,-0.5438,0.2278,-0.8624,-0.7873,0.0751,0.535,0.485,0.05,1.3813,1.2036,0.1777,-0.5725,-0.5512,0.0213,-1.289,-1.2541,0.0349,0.2402,-0.2901,0.5303
2291,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002291.jpg,2.0452,2.2313,0.1861,-0.5923,-0.7003,0.108,-1.0449,-1.0544,0.0095,-1.0138,-0.9792,0.0346,-0.8985,-0.8413,0.0572,-0.7432,-0.4573,0.2859,1.8057,1.7433,0.0624
2294,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002294.jpg,-0.0453,-0.2581,0.2128,-1.2368,-1.1298,0.107,0.3107,0.4157,0.105,0.8154,0.8598,0.0444,-0.3219,-0.3403,0.0184,-0.4705,-0.5203,0.0498,-0.5413,-0.5924,0.0511
2298,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002298.jpg,2.0947,1.6588,0.4359,-1.0126,-0.9131,0.0995,-1.6432,-1.5861,0.0571,-1.0138,-0.8889,0.1249,-0.2492,-0.275,0.0258,0.772,1.0942,0.3222,-0.2725,-0.9788,0.7063
2299,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002299.jpg,-0.7632,-1.1903,0.4271,1.0412,1.2936,0.2524,0.6098,0.2917,0.3181,1.1908,1.2721,0.0813,1.3458,1.3469,0.0011,-0.7733,-0.4461,0.3272,1.4331,1.5071,0.074
2301,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002301.jpg,-0.1415,0.1675,0.309,0.874,0.8639,0.0101,-1.2132,-1.4874,0.2742,1.2342,1.2397,0.0055,-0.1559,-0.1835,0.0276,0.3687,0.2111,0.1576,-0.2705,0.0137,0.2842
2303,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002303.jpg,1.1282,1.3116,0.1834,0.0664,0.2581,0.1917,0.6472,0.2958,0.3514,-1.0138,-0.9503,0.0635,2.1701,1.9576,0.2125,0.127,0.0151,0.1119,-0.3365,-0.6418,0.3053
2304,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002304.jpg,0.3273,0.0917,0.2356,1.1724,1.0159,0.1565,0.6098,0.482,0.1278,-1.0138,-1.0639,0.0501,1.3881,1.0921,0.296,-1.1869,-0.9329,0.254,-0.4638,-0.2777,0.1861
2307,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002307.jpg,-0.0687,0.116,0.1847,0.5803,0.5826,0.0023,0.4602,0.59,0.1298,0.1556,0.1959,0.0403,-1.2513,-1.351,0.0997,0.4227,0.694,0.2713,-0.8886,-1.0965,0.2079
2308,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002308.jpg,-0.747,-0.6731,0.0739,-0.6455,-0.6281,0.0174,0.133,0.1466,0.0136,-1.0138,-1.1142,0.1004,0.763,0.7399,0.0231,-1.7036,-1.3823,0.3213,-0.8412,-0.9876,0.1464
2309,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002309.jpg,-0.7514,-0.2739,0.4775,1.4788,1.3779,0.1009,0.8529,0.7831,0.0698,0.3094,0.2091,0.1003,-0.1279,-0.0937,0.0342,-1.5017,-1.2823,0.2194,-0.7962,0.0907,0.8869
2310,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002310.jpg,-2.2001,-1.7563,0.4438,-0.1744,-0.0671,0.1073,-0.0446,0.0661,0.1107,0.5423,0.4311,0.1112,-0.4073,-0.4077,0.0004,0.6456,0.712,0.0664,1.0636,1.0927,0.0291
2311,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002311.jpg,-0.1555,-0.419,0.2635,-0.1848,-0.229,0.0442,0.3761,0.3725,0.0036,1.3359,1.6187,0.2828,-0.0019,-0.0297,0.0278,0.392,0.5365,0.1445,-0.8164,-0.6476,0.1688
2312,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002312.jpg,-0.0572,-0.0874,0.0302,0.789,0.633,0.156,0.722,0.8175,0.0955,0.2806,0.2684,0.0122,-0.5108,-0.5402,0.0294,0.3134,0.3635,0.0501,0.4236,-0.0299,0.4535
2314,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002314.jpg,-0.0897,-0.0153,0.0744,-0.1888,-0.1948,0.006,0.1891,0.4878,0.2987,-0.4598,-0.4491,0.0107,0.7224,0.851,0.1286,-1.1149,-0.9445,0.1704,-0.7658,-0.7468,0.019
2315,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002315.jpg,-0.0311,0.1359,0.167,-0.1055,-0.1511,0.0456,0.909,0.6786,0.2304,-1.0138,-1.0347,0.0209,-0.4154,-0.3831,0.0323,-0.8475,-0.8797,0.0322,0.6853,0.672,0.0133
2317,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002317.jpg,0.5628,0.4085,0.1543,0.3079,0.0955,0.2124,-2.5032,-2.5524,0.0492,0.8037,0.7586,0.0451,-0.0485,-0.1676,0.1191,-1.004,-0.6781,0.3259,0.4541,0.3005,0.1536
2324,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002324.jpg,-0.0401,0.1775,0.2176,-0.8587,-0.9061,0.0474,0.8155,1.0333,0.2178,-0.9971,-0.9125,0.0846,-0.4562,-0.495,0.0388,0.834,0.9175,0.0835,-0.7726,-0.6072,0.1654
2326,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002326.jpg,-0.7647,-0.5231,0.2416,0.8289,0.7454,0.0835,0.75,0.7518,0.0018,0.6752,0.6958,0.0206,-0.3424,-0.4109,0.0685,0.3515,0.2927,0.0588,1.0606,0.758,0.3026
2331,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002331.jpg,-0.0303,-0.1645,0.1342,0.365,0.4151,0.0501,0.7687,0.807,0.0383,-0.0663,-0.1137,0.0474,0.1867,0.0856,0.1011,0.7062,0.8214,0.1152,1.1989,0.96,0.2389
2332,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002332.jpg,-0.7632,-0.9491,0.1859,0.0454,-0.057,0.1024,0.133,0.1382,0.0052,-1.0138,-1.0759,0.0621,-0.2178,-0.1261,0.0917,0.1589,0.1256,0.0333,0.2777,0.2192,0.0585
2333,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002333.jpg,-0.0687,-0.0476,0.0211,-0.8053,-0.6697,0.1356,1.3857,1.4194,0.0337,-1.0138,-0.8153,0.1985,-0.2813,-0.2784,0.0029,0.9382,1.1403,0.2021,0.4258,0.332,0.0938
2334,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002334.jpg,-0.7504,-0.6252,0.1252,-0.6316,-0.5814,0.0502,0.4883,0.5864,0.0981,-1.0138,-0.8881,0.1257,0.1749,0.1165,0.0584,0.7151,1.0738,0.3587,1.0034,0.8747,0.1287
2336,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002336.jpg,-0.1324,-0.3129,0.1805,-0.6989,-0.7778,0.0789,0.7687,0.838,0.0693,1.4651,1.2277,0.2374,-0.3389,-0.2172,0.1217,-0.2816,-0.1961,0.0855,2.0192,1.9082,0.111
2337,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002337.jpg,-1.4732,-1.4072,0.066,0.0275,0.0223,0.0052,-0.9327,-1.1047,0.172,1.3294,1.1014,0.228,-0.8557,-1.0231,0.1674,-1.7014,-1.2863,0.4151,-0.8664,-0.8748,0.0084
2342,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002342.jpg,0.6159,0.6873,0.0714,0.9205,1.0088,0.0883,-2.9707,-2.7569,0.2138,-0.7599,-0.866,0.1061,-0.5421,-0.5576,0.0155,0.4007,0.3743,0.0264,0.4177,0.199,0.2187
2346,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002346.jpg,1.3396,1.2781,0.0615,-0.074,0.0056,0.0796,0.0489,0.027,0.0219,-1.0138,-0.9547,0.0591,-0.0217,-0.0252,0.0035,-1.0701,-1.1278,0.0577,-0.7818,-0.7484,0.0334
2348,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002348.jpg,-0.8646,-0.7113,0.1533,0.5331,0.7844,0.2513,0.133,0.1886,0.0556,0.8668,0.9222,0.0554,2.4969,2.3933,0.1036,1.261,1.4314,0.1704,-0.9776,-1.0468,0.0692
2352,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002352.jpg,-1.4708,-1.7115,0.2407,0.7981,0.8797,0.0816,0.6378,0.4918,0.146,1.3575,1.1906,0.1669,-0.7477,-0.8027,0.055,-0.8901,-0.9568,0.0667,0.9872,1.8446,0.8574
2354,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002354.jpg,-0.7833,-0.7967,0.0134,2.1412,2.2009,0.0597,0.4696,0.2832,0.1864,-1.0138,-0.8777,0.1361,1.6299,1.5856,0.0443,1.4641,1.6223,0.1582,-0.7988,-0.83,0.0312
2356,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002356.jpg,-0.0298,-0.0099,0.0199,-0.3488,-0.305,0.0438,0.722,0.4242,0.2978,-0.9432,-0.8908,0.0524,-0.0073,-0.082,0.0747,0.2617,0.2265,0.0352,1.2196,0.9234,0.2962
2357,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002357.jpg,-0.0298,0.3188,0.3486,1.5483,1.559,0.0107,0.7407,0.7264,0.0143,0.5577,0.5188,0.0389,-0.4975,-0.4782,0.0193,0.9601,1.3475,0.3874,-0.9653,-1.2921,0.3268
2360,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002360.jpg,-2.191,-2.0382,0.1528,-0.6844,-0.6636,0.0208,-1.2505,-1.0574,0.1931,-1.0071,-0.7394,0.2677,-0.4522,-0.4358,0.0164,0.9162,0.9516,0.0354,-0.8091,-1.0255,0.2164
2364,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002364.jpg,1.3926,1.6092,0.2166,1.1592,1.06,0.0992,-1.0075,-1.1337,0.1262,1.4331,1.371,0.0621,0.0552,0.0945,0.0393,0.0457,0.0007,0.045,-0.0246,0.0192,0.0438
2366,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002366.jpg,-1.4714,-0.9084,0.563,-1.3753,-0.9435,0.4318,-1.6432,-1.5588,0.0844,-0.2463,-0.1479,0.0984,0.1943,0.3112,0.1169,-0.7436,-1.3552,0.6116,1.1274,-0.702,1.8294
2367,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002367.jpg,1.3959,1.6053,0.2094,-0.9669,-0.7347,0.2322,0.5444,0.5543,0.0099,-1.0138,-1.1786,0.1648,-0.1418,-0.1252,0.0166,1.3591,1.3596,0.0005,-0.77,-0.9502,0.1802
2368,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002368.jpg,-1.4676,-1.8628,0.3952,0.1639,0.1132,0.0507,0.4041,0.5202,0.1161,2.0245,2.1506,0.1261,-1.237,-1.2408,0.0038,-0.9609,-1.1589,0.198,-0.8739,-0.9347,0.0608
2370,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002370.jpg,-0.0437,0.0101,0.0538,-1.1337,-1.1507,0.017,-0.0165,-0.1797,0.1632,-1.0138,-0.8423,0.1715,0.949,0.931,0.018,0.3261,0.5264,0.2003,-0.416,-0.2959,0.1201
2372,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002372.jpg,-0.0303,-0.0066,0.0237,-1.2865,-1.456,0.1695,-0.1568,-0.1298,0.027,-0.1044,-0.1115,0.0071,-0.3051,-0.3112,0.0061,1.4478,1.2378,0.21,-0.7029,-0.41,0.2929
2373,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002373.jpg,-1.471,-1.2571,0.2139,1.1636,0.9482,0.2154,0.5537,0.595,0.0413,1.1005,1.0042,0.0963,-0.4925,-0.5949,0.1024,0.4929,0.356,0.1369,0.1965,0.4864,0.2899
2377,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002377.jpg,0.6563,0.6121,0.0442,-0.469,-0.4793,0.0103,-0.6148,-0.7326,0.1178,-1.0138,-1.0349,0.0211,0.0644,-0.0807,0.1451,0.7889,0.5511,0.2378,0.9655,0.5644,0.4011
2378,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002378.jpg,1.5145,1.3415,0.173,1.0765,1.1107,0.0342,0.4509,0.4489,0.002,-0.291,-0.2061,0.0849,3.1594,2.9105,0.2489,0.4741,0.4601,0.014,0.9723,0.8929,0.0794
2383,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002383.jpg,0.6797,1.0294,0.3497,0.3376,0.0057,0.3319,0.2826,-0.0452,0.3278,-0.7061,-0.8534,0.1473,-0.3986,-0.4483,0.0497,-0.5595,-0.6891,0.1296,-0.5187,-0.0349,0.4838
2384,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002384.jpg,-1.4979,-1.8885,0.3906,-1.0194,-1.1457,0.1263,0.2639,-0.02,0.2839,0.9999,0.9805,0.0194,-0.7213,-0.5846,0.1367,-0.0477,-0.0152,0.0325,-0.1237,0.1206,0.2443
2385,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002385.jpg,-1.4705,-1.1876,0.2829,-0.709,-0.7635,0.0545,0.7781,0.7575,0.0206,1.1738,1.2625,0.0887,-0.4622,-0.4343,0.0279,0.0956,-0.0087,0.1043,0.2058,0.3576,0.1518
2388,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002388.jpg,1.3649,1.2286,0.1363,1.6082,1.4828,0.1254,-0.8766,-0.8206,0.056,-0.8406,-0.9106,0.07,-0.6196,-0.6078,0.0118,-0.8129,-0.9475,0.1346,0.1446,0.3488,0.2042
2394,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002394.jpg,-5.071,-5.1064,0.0354,-1.1686,-1.0457,0.1229,0.2639,0.3167,0.0528,-0.1093,-0.1639,0.0546,-0.4318,-0.122,0.3098,1.5593,1.6982,0.1389,-0.1515,-0.3821,0.2306
2395,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002395.jpg,-0.7632,-0.8089,0.0457,-0.6567,-0.6696,0.0129,0.0582,0.0585,0.0003,1.5556,1.4738,0.0818,-0.517,-0.4821,0.0349,0.4885,0.5842,0.0957,1.1235,0.9083,0.2152
2397,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002397.jpg,-0.0687,0.1009,0.1696,0.7953,0.7056,0.0897,0.0208,-0.1095,0.1303,1.8053,1.7495,0.0558,-0.3172,-0.4292,0.112,-1.4836,-1.2726,0.211,-0.7718,-0.6418,0.13
2398,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002398.jpg,-1.4783,-1.4892,0.0109,-0.732,-0.7737,0.0417,0.0395,0.2331,0.1936,1.2747,1.3463,0.0716,0.3957,0.4227,0.027,0.2695,0.283,0.0135,-0.616,-0.3692,0.2468
