img_no,img_path,eyes_score,hair_color_score,hair_length_score,mouth_score,pose_score,background_mean_score,background_std_score
1892,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001892.jpg,-0.4,0.7968,0.0408,-0.8946,0.8542,-1.4467,-0.7361
1893,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001893.jpg,0.7425,-0.2439,-0.1513,-0.1772,-0.2067,0.8257,0.6863
1896,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001896.jpg,0.6079,-1.4218,0.3877,-0.9714,-0.1138,0.4009,-0.4574
1902,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001902.jpg,-1.3767,-0.6382,0.5434,1.5431,0.9477,-0.4307,2.8385
1903,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001903.jpg,0.8833,1.1781,-0.7757,-1.0361,2.5453,-0.2539,-0.5858
1905,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001905.jpg,-0.312,0.2617,-0.3278,1.1307,0.1159,-1.7313,-1.0025
1906,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001906.jpg,0.8316,-1.1988,0.5622,-1.0856,-0.3606,-1.895,-0.6664
1911,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001911.jpg,-1.48,-1.269,-1.2207,0.4796,-0.3751,-0.9411,0.2963
1914,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001914.jpg,0.3033,-0.8461,-0.1691,1.666,-0.3763,0.5168,2.476
1915,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001915.jpg,2.1878,-0.7076,0.3003,-0.4281,-0.6801,1.1826,-0.2496
1916,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001916.jpg,0.2784,-0.5456,0.4931,0.3888,3.0644,-0.9175,0.1567
1922,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001922.jpg,-1.8662,-0.6412,0.615,1.5051,-0.2712,-1.2474,0.2556
1925,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001925.jpg,-0.2549,1.6733,0.1021,0.9219,1.1949,0.0785,0.0663
1935,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001935.jpg,0.2551,-0.1235,0.4275,-0.8107,-0.5267,-1.7983,-0.5062
1939,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001939.jpg,-0.0256,-0.4496,-0.7894,-0.9292,-0.2048,1.1514,0.2014
1941,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001941.jpg,0.2537,0.6817,1.141,0.8591,-0.2468,-0.0651,0.2366
1946,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001946.jpg,0.5315,-1.5797,-0.2653,-0.5561,-0.2546,-1.195,0.142
1948,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001948.jpg,-0.2167,-0.7133,0.8063,1.234,-0.5968,-0.0699,-0.243
1950,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001950.jpg,-0.6051,-0.4355,-0.0209,0.9117,-0.0282,-1.1027,-0.2976
1952,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001952.jpg,-1.2678,0.4216,0.1939,1.2073,-0.6012,-0.746,1.2189
1954,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001954.jpg,-0.168,-0.0289,-2.2317,-1.0261,-0.2848,-0.9096,-0.5146
1957,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001957.jpg,-1.279,-0.5627,-2.8053,1.2932,0.8515,0.9296,-0.0667
1961,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001961.jpg,-0.1516,-1.1896,-0.4481,1.1967,-0.5079,0.0894,1.9147
1962,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001962.jpg,1.4269,0.242,-1.7692,-0.9584,-0.1225,-0.8752,-0.7239
1966,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001966.jpg,-0.8544,0.2972,-1.5807,-1.1829,-0.3792,0.0653,-0.0906
1971,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001971.jpg,-0.1841,-0.8716,0.6792,-1.051,0.0356,0.1088,-0.6063
1974,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001974.jpg,0.6473,-0.5087,0.385,-1.0934,-0.2453,0.708,-0.6929
1977,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001977.jpg,0.0837,0.2469,1.0373,-0.7724,0.0478,0.249,2.3746
1981,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001981.jpg,-0.1976,0.9488,0.5632,-1.0376,-0.4164,-1.1168,0.2629
1983,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001983.jpg,-0.6644,-0.3334,0.5579,1.5853,1.6228,-1.1166,-0.4018
1986,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001986.jpg,-0.9023,0.52,0.5284,1.1469,-0.5771,-0.6901,1.2547
1988,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001988.jpg,-0.8032,0.3271,1.0511,-1.1516,0.2907,-0.4533,1.2157
1990,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001990.jpg,0.6742,1.0495,0.4002,-0.8351,0.6665,-0.6802,-0.5805
1992,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001992.jpg,-1.0926,0.0367,-0.6345,0.0945,0.0088,-0.4069,0.32
1993,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001993.jpg,0.26,0.3014,0.9411,0.4344,-1.0108,-1.4542,-0.7506
1994,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001994.jpg,-0.1283,-0.6721,0.2182,-0.2345,0.4645,-1.0332,-0.9828
1995,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001995.jpg,0.9413,-1.0778,0.9673,-1.1441,-0.7011,0.0843,-0.1389
1996,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001996.jpg,0.373,1.4946,0.817,1.512,-0.2509,0.3869,1.3744
2001,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002001.jpg,0.3575,-1.1164,-1.3724,1.6162,-0.2824,1.1173,0.9977
2002,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002002.jpg,-0.923,-0.3011,-1.2993,1.2192,-0.7718,-1.0422,-0.4492
2004,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002004.jpg,0.6305,1.1336,1.0298,-0.8793,-0.6628,0.4838,-0.0405
2006,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002006.jpg,-0.0021,-0.1578,-0.2391,-0.776,0.2309,-0.5041,-0.5357
2007,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002007.jpg,0.6878,-0.6338,-0.0641,0.1827,5.1991,1.1536,-0.7361
2010,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002010.jpg,-0.9642,0.8528,0.5971,1.2592,-1.0944,0.5791,-1.0209
2011,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002011.jpg,1.1563,-0.9522,-1.4015,0.1847,-1.1099,0.4424,0.6952
2012,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002012.jpg,-0.9252,-0.8769,0.0163,1.3084,-0.5777,1.3444,-0.6887
2016,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002016.jpg,-1.0108,-0.8308,-0.3004,1.0532,0.9208,-1.6187,-0.5092
2017,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002017.jpg,-0.6475,-0.8275,0.0692,2.8514,-0.6193,1.2936,-0.1128
2018,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002018.jpg,1.7683,0.1422,-1.1672,-1.0897,-0.2163,-1.33,0.7468
2020,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002020.jpg,-0.6149,0.1702,-0.1388,0.7652,-0.4622,0.9914,-0.5309
2021,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002021.jpg,0.3042,-0.9736,-0.7137,-0.5585,0.3794,-1.3485,-0.3033
2025,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002025.jpg,0.7255,-0.4408,0.9943,-0.9669,-0.3483,0.9077,1.7523
2026,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002026.jpg,0.6749,-0.651,0.3448,0.3383,-0.2036,1.1892,0.4684
2027,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002027.jpg,0.1827,0.3527,-0.4169,-0.6025,-0.4175,-0.0993,-0.6599
2028,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002028.jpg,-0.0817,1.8531,0.5264,0.4214,-0.6828,1.1426,-0.9847
2029,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002029.jpg,1.5102,0.5407,1.0057,-0.9051,2.4997,1.5288,-0.9538
2030,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002030.jpg,-0.7948,-1.2077,-1.1681,-0.4015,0.529,-0.6105,-0.6146
2032,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002032.jpg,-0.5808,-1.2184,-0.4178,1.3605,-0.4097,-0.1608,0.7246
2034,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002034.jpg,0.7427,1.1692,0.7957,-0.6126,-0.4852,-1.4917,-0.7063
2035,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002035.jpg,0.4574,1.0838,0.5914,-0.5513,-0.0447,-0.9406,0.4406
2039,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002039.jpg,-1.3523,-0.227,-0.6141,0.9069,1.1147,0.9073,0.838
2047,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002047.jpg,2.4397,0.4309,-1.4789,-0.9359,-0.3969,0.6456,0.9889
2049,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002049.jpg,0.5278,-0.7945,0.0941,-0.9977,-0.2795,-0.1439,-0.5165
2052,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002052.jpg,0.1866,1.1759,-0.2852,-0.195,0.8269,-0.3586,0.7929
2057,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002057.jpg,-0.3622,-0.3811,-1.5699,0.7438,4.3836,-0.6755,-0.8274
2058,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002058.jpg,0.8247,-0.2458,-0.1587,0.6299,-0.6089,1.1891,0.6166
2060,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002060.jpg,0.8234,-0.5465,-0.2592,-1.0065,0.3496,1.2916,-0.371
2061,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002061.jpg,0.4603,-0.8725,0.3353,-0.0256,-0.6508,1.3907,-0.5752
2064,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002064.jpg,-0.744,0.8701,0.7879,-1.0893,-0.3692,-0.8194,0.2071
2067,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002067.jpg,-0.4614,-0.4125,1.4483,-1.023,1.2314,1.3652,0.2979
2068,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002068.jpg,-0.862,-0.7131,0.3716,1.2784,0.2202,-0.4137,-0.9233
2069,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002069.jpg,-0.3694,-0.3167,-1.2832,-1.1078,0.5578,0.3869,0.6422
2070,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002070.jpg,1.5447,-1.0576,0.9881,-0.9119,-0.3848,1.0887,-0.6452
2074,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002074.jpg,0.6325,-1.2784,0.0286,-0.7232,-0.3289,-0.7341,2.3071
2075,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002075.jpg,-1.5145,-0.4968,0.1317,1.2642,-0.1684,1.178,-0.4319
2079,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002079.jpg,-0.2236,-0.5436,0.788,1.596,-0.1345,-0.8508,-0.8115
2081,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002081.jpg,-0.204,1.7276,0.7372,0.973,-0.4826,-0.3585,0.2422
2082,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002082.jpg,-0.4299,-1.2622,0.8869,1.2544,-0.471,1.1825,0.1754
2086,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002086.jpg,-0.3242,-0.9744,1.3178,0.7267,0.8213,1.1625,0.5376
2087,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002087.jpg,-0.0656,-0.8403,0.5431,-0.5295,1.5004,-0.5086,0.882
2090,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002090.jpg,1.0815,-0.6634,1.1122,1.1208,-0.5477,0.9052,-0.5529
2091,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002091.jpg,0.7119,-0.2809,0.9498,-1.0547,-0.4442,0.4059,-0.1722
2093,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002093.jpg,-0.2353,1.143,0.5072,1.2989,0.8876,-0.8874,0.5647
2097,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002097.jpg,0.2655,0.9265,0.2031,-0.8997,-0.7528,1.6088,-0.6802
2099,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002099.jpg,0.1349,-1.6925,-0.0464,0.5364,-0.2926,-1.1683,-0.145
2100,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002100.jpg,-0.8198,-1.1858,0.4565,1.6846,-0.4178,1.237,-0.9256
2102,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002102.jpg,-1.0145,-0.6338,0.207,1.0334,-0.4568,1.2223,0.5638
2107,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002107.jpg,-0.2319,-1.5266,0.6609,-0.8593,-0.2527,0.707,-0.7189
2108,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002108.jpg,0.562,0.7328,-0.7417,1.2429,-0.4251,0.8524,2.3072
2109,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002109.jpg,-0.2445,0.3691,-1.3306,-1.1573,-0.0847,0.5236,0.8877
2110,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002110.jpg,-0.1289,0.4791,0.6302,0.8346,-0.4035,1.1252,-0.5561
2114,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002114.jpg,-0.4806,-0.7379,-0.2385,-1.043,-0.4568,0.764,-0.8663
2115,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002115.jpg,0.1786,0.2973,1.0707,-0.8188,-0.2113,0.5363,0.1385
2116,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002116.jpg,-0.7077,2.4707,-0.0605,0.7038,-0.344,1.361,-0.7438
2118,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002118.jpg,-1.1868,0.9214,0.6928,1.6,0.7762,1.2739,-0.7625
2119,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002119.jpg,-1.3702,-1.1391,0.7733,1.4666,-0.558,0.0469,0.2425
2121,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002121.jpg,0.0722,-1.0955,0.0741,0.5271,-0.583,1.7788,-1.2849
2123,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002123.jpg,0.5845,-0.3422,-2.659,-1.0023,-0.5644,-1.5002,0.2456
2127,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002127.jpg,0.449,-0.025,0.0779,0.4324,-0.465,1.4203,0.328
2130,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002130.jpg,0.807,1.5872,0.4807,0.6883,-0.6019,-1.0781,0.1437
2131,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002131.jpg,-0.0487,-0.0922,-1.1176,0.8913,-0.4154,0.7076,-0.2566
2132,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002132.jpg,-0.1315,2.1187,1.046,0.4947,0.5959,-1.014,0.1854
2134,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002134.jpg,-0.1514,0.5928,0.8436,1.6069,-0.5314,-0.4958,1.5559
2135,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002135.jpg,-1.1059,-0.4818,0.5831,1.4192,-0.6097,-1.0656,-0.3832
2140,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002140.jpg,-1.1841,-0.4739,0.6332,0.694,0.5652,-0.3066,-0.2486
2142,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002142.jpg,0.1559,-0.4344,-0.6216,-1.1419,0.1306,-0.9594,0.4487
2143,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002143.jpg,-0.2492,-0.6703,-0.7637,-0.7603,-0.6549,1.1533,-0.1182
2144,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002144.jpg,-0.1923,1.618,-1.0788,-1.0881,-0.5285,-0.2338,-0.4136
2147,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002147.jpg,0.2056,-1.0685,1.425,0.6297,0.1892,-0.4625,-0.4873
2148,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002148.jpg,-1.2205,0.9029,0.5894,-0.7021,-0.2636,1.4376,-0.8732
2150,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002150.jpg,0.2209,2.3663,-0.3695,0.1704,1.0031,1.4437,0.2759
2152,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002152.jpg,0.9207,-0.693,0.0467,-0.7717,-0.194,1.3791,-0.507
2153,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002153.jpg,-0.606,-0.0322,0.5008,0.7446,-0.5624,-1.6227,-0.5864
2156,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002156.jpg,1.2835,0.6708,0.3128,-0.8952,-0.3162,-1.6969,-0.8546
2157,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002157.jpg,-1.486,-0.5804,1.0117,-1.0928,0.3318,1.0617,-0.2611
2163,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/002163.jpg,1.5939,-0.7318,0.837,-1.0847,0.0674,-0.824,0.8664
