,img_no,img_path,eyes_score,hair_color_score,hair_length_score,mouth_score,pose_score,background_mean_score,background_std_score
730,1338,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001338.jpg,0.4343,-0.6826,0.2697,-0.724,-0.5908,1.2323,-0.832
731,1339,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001339.jpg,0.0774,2.1544,-0.1165,-0.5348,2.5324,1.1662,0.7176
732,1340,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001340.jpg,-0.9932,0.2347,-0.7895,-0.8186,0.8074,-1.0457,0.4669
733,1341,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001341.jpg,0.0774,1.5975,0.5455,0.411,0.1547,0.5447,-0.5627
734,1346,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001346.jpg,0.4343,-1.5737,0.6117,-0.0619,-2.5425,-1.701,-0.8675
735,1348,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001348.jpg,0.4343,0.4181,0.5455,-0.3457,1.6095,0.2272,-0.2202
736,1349,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001349.jpg,0.7911,-1.0495,0.6007,-0.724,1.7675,0.411,-0.5662
737,1352,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001352.jpg,1.8617,0.0971,0.5455,-0.724,0.4724,-0.3239,-0.7371
738,1353,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001353.jpg,-0.9932,-0.2174,-0.7013,-0.724,-0.2367,-0.0816,-0.0627
739,1356,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001356.jpg,-0.2795,1.2961,-0.5468,-0.4403,-0.9066,1.088,-0.4094
740,1357,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001357.jpg,0.0774,1.9251,-0.6351,-0.724,2.3407,0.7905,0.9877
741,1361,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001361.jpg,0.7911,0.6147,-0.4254,2.7757,4.0926,-0.228,-0.5371
742,1362,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001362.jpg,0.4343,-1.115,-1.1426,-1.197,-0.3503,-0.9859,-0.369
743,1363,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001363.jpg,0.4343,-0.5516,0.6007,0.6948,-0.2105,-1.4161,-0.7764
744,1365,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001365.jpg,-0.6363,-0.7874,0.7441,0.3164,-0.9688,0.22,1.0373
745,1367,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001367.jpg,1.148,-0.5974,-0.4806,-1.197,-0.0112,-1.5983,-0.8247
746,1368,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001368.jpg,0.4343,-1.2133,-1.1426,-0.2511,0.1104,-0.3378,1.5536
747,1370,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001370.jpg,-1.7069,-1.6719,-0.8337,-0.6294,1.8008,-1.7366,-0.8818
748,1371,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001371.jpg,-0.9932,0.6016,-0.624,0.1273,-0.0413,-0.8686,-0.0967
749,1373,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001373.jpg,-1.3501,2.5213,-3.3934,-0.4403,1.8892,0.6983,2.4697
750,1377,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001377.jpg,0.7911,0.8374,0.9868,-1.1024,0.5826,0.2,-0.464
751,1378,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001378.jpg,0.0774,0.5426,-2.0032,-0.3457,1.1955,0.6815,1.1588
752,1380,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001380.jpg,-0.6363,0.3854,0.9648,1.0731,-0.186,-0.6687,-0.6167
753,1381,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001381.jpg,-0.2795,0.975,-0.0062,-0.1565,-0.895,1.0339,-0.8501
754,1382,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001382.jpg,1.5049,1.0995,0.8655,-0.6294,0.1608,1.0022,-0.5474
755,1385,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001385.jpg,0.4343,0.0905,0.7551,0.0327,2.0835,-0.5662,1.7469
756,1386,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001386.jpg,0.4343,1.0274,1.031,-1.197,1.3063,0.384,1.9902
757,1389,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001389.jpg,0.7911,1.1192,-0.8778,-0.9132,-0.8629,1.0682,2.3902
758,1390,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001390.jpg,-0.6363,0.5098,0.2697,-1.0078,1.3577,0.4441,0.9332
759,1392,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001392.jpg,-0.9932,2.4492,-1.3412,-0.9132,0.0626,1.1972,-0.6014
760,1395,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001395.jpg,-1.7069,-0.1978,-1.3412,0.5056,0.0486,-1.6559,-0.7395
761,1396,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001396.jpg,0.4343,-0.5057,1.2075,-0.9132,1.1273,-0.4631,0.0108
762,1398,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001398.jpg,1.8617,0.3591,0.4793,-0.8186,-0.1501,0.7918,-0.5966
763,1399,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001399.jpg,0.7911,-1.1412,0.8103,0.6002,-0.2428,-0.2388,4.6434
764,1400,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001400.jpg,0.7911,-0.1716,1.4723,0.1273,-1.0103,1.0836,-0.8422
765,1401,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001401.jpg,1.5049,-0.8857,0.6669,-1.0078,-0.4803,-0.5602,-0.7304
766,1404,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001404.jpg,1.148,-0.7874,0.7882,-0.0619,0.161,-0.9737,0.7483
767,1405,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001405.jpg,-0.9932,-0.3747,-1.1205,2.1136,-0.8599,-0.9094,-0.1768
768,1407,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001407.jpg,-0.2795,-0.1453,-0.7454,-0.9132,1.046,-0.4688,0.6306
769,1411,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001411.jpg,-2.0638,0.1757,-1.4295,0.884,0.3383,-0.4808,-0.3374
770,1412,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001412.jpg,0.0774,-1.1543,-0.4034,-1.0078,-0.425,0.1104,-0.5029
771,1413,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001413.jpg,0.0774,-1.0036,-0.7454,0.3164,-0.9383,-1.0709,-0.7356
772,1416,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001416.jpg,-0.2795,-0.3681,-0.1496,0.0327,0.38,-0.8484,-0.8393
773,1422,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001422.jpg,-0.2795,-1.4099,0.5455,-0.0619,-0.0305,-1.2509,-0.8256
774,1430,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001430.jpg,-0.2795,-0.6171,0.5676,0.9786,0.6663,1.0822,0.0444
775,1435,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001435.jpg,1.5049,-0.9643,0.4903,-0.5348,-0.6362,0.9572,-0.7015
776,1436,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001436.jpg,0.4343,0.3395,-1.0985,-1.197,-0.1871,-0.3625,-0.0716
777,1439,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001439.jpg,0.0774,1.2961,-2.2018,0.7894,-0.1015,1.1097,-0.6391
778,1442,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001442.jpg,-0.2795,1.6892,0.7441,0.2219,-0.5024,0.7518,-0.2568
779,1448,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001448.jpg,0.7911,0.0119,0.1152,-0.5348,2.362,0.1016,2.8007
780,1449,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001449.jpg,-4.9187,0.2085,0.9648,0.0327,-0.5081,0.1347,-0.0877
781,1460,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001460.jpg,-0.2795,-0.3681,0.8103,0.884,-0.3941,1.1054,-0.3388
782,1461,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001461.jpg,-0.2795,-0.7285,-0.7013,-1.0078,-1.2207,-0.6477,-0.666
783,1462,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001462.jpg,-0.2795,-0.4664,0.8103,-1.0078,-0.2675,-1.1839,0.6749
784,1464,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001464.jpg,-1.3501,-0.7809,0.1924,1.5461,-0.5993,-1.194,-0.8219
785,1466,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001466.jpg,-2.4207,-0.9119,-3.0845,1.0731,0.4993,-1.5409,-0.2564
786,1468,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001468.jpg,0.7911,-0.3354,0.6007,-0.724,-0.385,1.4962,-0.8141
787,1469,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001469.jpg,0.0774,-1.2395,-0.7454,0.3164,0.6986,0.1945,-0.7847
788,1470,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001470.jpg,0.4343,-0.9905,0.7331,-0.8186,0.683,-0.2363,-0.7777
789,1472,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001472.jpg,-0.2795,-0.0667,0.4793,-0.9132,0.6738,-0.205,3.35
790,1474,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001474.jpg,1.148,-0.984,-1.8267,-0.2511,-0.5816,0.7105,1.3543
791,1475,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001475.jpg,0.0774,0.0774,-1.6722,-0.9132,0.1278,0.655,-0.3342
792,1477,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001477.jpg,-0.2795,0.7392,-0.602,-1.197,0.0746,0.0299,-0.2689
793,1478,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001478.jpg,0.7911,-1.1543,-1.3191,0.6002,0.3897,-1.6809,-0.797
794,1479,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001479.jpg,0.4343,-1.3574,0.6227,-1.0078,-0.7286,-1.6356,-0.8133
795,1480,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001480.jpg,0.7911,-0.165,-0.0503,0.9786,-0.8363,1.0633,-0.7947
796,1481,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001481.jpg,-0.2795,1.3026,-0.271,0.3164,-0.4986,0.3572,0.1626
797,1483,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001483.jpg,1.148,-0.0209,0.8324,-0.2511,-0.9918,1.2559,2.9477
798,1485,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001485.jpg,-0.2795,-0.9971,0.8103,1.4515,-0.3901,1.3644,-0.7702
799,1486,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001486.jpg,0.4343,-1.1609,0.5234,1.3569,0.1215,-1.4401,-0.6209
800,1487,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001487.jpg,0.7911,-1.1085,-1.4736,-0.5348,-0.4591,-1.3499,-0.4603
801,1489,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001489.jpg,-0.2795,-0.8398,0.4352,0.0327,0.4849,-1.1136,-0.1245
802,1490,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001490.jpg,0.7911,1.0405,-0.0834,-0.8186,2.8491,1.3956,-0.5291
803,1491,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001491.jpg,0.4343,-0.3419,-0.0282,-1.0078,-0.642,0.2872,4.1618
804,1492,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001492.jpg,0.4343,0.7261,0.7331,0.9786,-0.0969,-0.8158,0.751
805,1494,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001494.jpg,0.0774,-0.9054,-0.5799,-1.197,-0.5246,-0.0631,2.1505
806,1495,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001495.jpg,-0.2795,0.0381,1.1523,-1.2915,0.3554,-0.9579,1.2427
807,1497,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001497.jpg,0.0774,1.8399,-1.1205,-0.9132,-0.2673,0.8476,-0.8069
808,1498,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001498.jpg,0.7911,1.7219,0.6227,0.411,-0.3791,-0.159,2.5047
809,1501,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001501.jpg,0.7911,-0.5188,0.5455,-0.3457,-0.1189,-1.7073,-0.8711
810,1502,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001502.jpg,-0.6363,-0.7809,0.8103,0.411,-0.2821,-0.4121,0.3186
811,1504,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001504.jpg,2.2186,0.3264,1.1082,-0.8186,-1.5301,-0.1809,-0.7096
812,1507,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001507.jpg,-0.2795,-0.3747,0.5786,1.0731,-0.1253,-1.2565,1.2361
813,1510,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001510.jpg,-0.9932,-0.7285,0.6448,0.2219,-0.2903,-1.1047,-0.6656
814,1511,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001511.jpg,1.5049,1.7481,0.0049,0.0327,0.4024,-0.4432,-0.4707
815,1512,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001512.jpg,0.0774,-0.6171,-1.2529,-0.0619,-0.1284,0.6368,-0.5423
816,1513,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001513.jpg,-0.6363,1.473,0.9758,0.0327,-2.5733,1.0952,-0.3836
817,1515,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001515.jpg,1.5049,-0.9381,-2.268,-0.2511,0.9245,-1.2399,0.3285
818,1517,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001517.jpg,-0.6363,-0.486,-1.8487,0.884,-0.3733,-0.4463,1.1172
819,1520,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001520.jpg,-0.2795,-1.2657,0.391,1.2623,-0.0467,0.4996,1.1434
820,1521,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001521.jpg,-0.2795,-1.0954,1.031,1.1677,-0.332,-0.0268,1.3975
821,1523,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001523.jpg,1.8617,-0.7285,0.391,-0.2511,-0.0167,-0.9844,-0.6328
822,1524,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001524.jpg,-0.2795,-0.3616,-0.4916,1.3569,-0.3486,-0.5589,0.0191
823,1531,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001531.jpg,0.4343,2.5213,-0.0393,1.5461,-1.011,1.1634,-0.7307
824,1532,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001532.jpg,0.0774,-1.2788,-0.0062,-1.1024,-0.1413,0.2008,-0.7493
825,1534,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001534.jpg,-0.2795,0.2543,0.7882,-1.2915,-0.0222,0.1769,0.9846
826,1535,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001535.jpg,0.7911,1.6826,0.2697,-0.4403,0.432,0.5758,-0.1994
827,1536,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001536.jpg,0.4343,-0.7154,-0.4475,-0.8186,-1.0743,0.8676,-0.7337
828,1537,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001537.jpg,0.0774,-0.2764,0.6558,0.3164,-0.6302,1.1916,0.0414
829,1539,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001539.jpg,-1.3501,-0.3616,0.8213,0.6002,0.4632,1.1248,0.7934
830,1540,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001540.jpg,1.148,-1.495,1.042,-0.1565,-0.5635,-0.4391,-0.1686
831,1541,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001541.jpg,-0.6363,-0.8726,1.1854,0.0327,-1.0372,0.7384,-0.6979
832,1547,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001547.jpg,0.4343,-0.7678,-0.1055,0.3164,1.1227,-0.1854,2.5962
833,1552,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001552.jpg,0.7911,-0.6302,-0.7675,-0.8186,-0.3315,-0.3858,-0.6665
834,1553,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001553.jpg,-1.3501,0.2085,0.391,1.6407,0.171,-0.5003,1.2317
835,1554,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001554.jpg,0.7911,-0.7612,0.038,-0.724,1.1123,1.1314,0.5603
836,1561,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001561.jpg,-0.9932,-1.1019,0.8544,0.884,0.0242,1.0783,-0.5123
837,1562,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001562.jpg,0.4343,0.5557,-1.5839,0.2219,-0.9949,1.1765,-0.2089
838,1563,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001563.jpg,-0.9932,-0.6105,0.9096,-0.4403,0.3728,-0.5112,1.5536
839,1570,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001570.jpg,0.4343,0.5557,-1.3853,0.9786,0.2853,-0.3872,-0.112
840,1572,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001572.jpg,1.148,-0.4664,-1.1647,-0.9132,1.101,-0.735,0.2536
841,1575,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001575.jpg,-0.2795,-0.3419,-0.7454,0.7894,-0.018,0.7999,-0.1006
842,1576,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/001576.jpg,0.7911,0.1233,-1.3633,0.5056,-0.0937,0.6726,-0.3759
